Tên dược liệu,Link ảnh,Link chi tiết
Sâm cau,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/sam-cau-4-360x360.jpg,https://tracuuduoclieu.vn/sam-cau.html
Cà gai leo,https://tracuuduoclieu.vn/wp-content/uploads/2018/06/ca-gai-leo-duoc-lieu-tue-linh2.jpg,https://tracuuduoclieu.vn/ca-gai-leo.html
Xạ can,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/xa-can-duoc-lieu-tue-linh1.jpg,https://tracuuduoclieu.vn/xa-can.html
Tỏi,https://tracuuduoclieu.vn/wp-content/uploads/2018/05/toi-360x338.jpg,https://tracuuduoclieu.vn/toi.html
Địa Liền,https://tracuuduoclieu.vn/wp-content/uploads/2018/04/a-lien-duoc-lieu-tue-linh-3.jpg,https://tracuuduoclieu.vn/dia-lien.html
Sữa ong chúa,https://tracuuduoclieu.vn/wp-content/uploads/2021/10/sua-ong-2-360x360.jpg,https://tracuuduoclieu.vn/sua-ong-chua.html
Lược vàng,https://tracuuduoclieu.vn/wp-content/uploads/2021/10/luoc-vang-1-1-360x360.jpg,https://tracuuduoclieu.vn/luoc-vang.html
Dừa nước (Dừa lá),https://tracuuduoclieu.vn/wp-content/uploads/2021/09/dua-3-360x333.jpg,https://tracuuduoclieu.vn/dua-nuoc-dua-la.html
Bạch nhất hồng,https://tracuuduoclieu.vn/wp-content/uploads/2021/07/tu-vi-3-360x333.png,https://tracuuduoclieu.vn/bach-nhat-hong.html
Mùng thơm,https://tracuuduoclieu.vn/wp-content/uploads/2021/07/mung-thom-2-360x326.png,https://tracuuduoclieu.vn/mung-thom.html
Muồng nước,https://tracuuduoclieu.vn/wp-content/uploads/2021/07/muong-nuoc-360x360.png,https://tracuuduoclieu.vn/muong-nuoc.html
Muồng trinh nữ,https://tracuuduoclieu.vn/wp-content/uploads/2021/07/muong-trinh-nu-3-360x360.png,https://tracuuduoclieu.vn/muong-trinh-nu.html
